;link;cím;jelenlegi rovat;új elsődleges rovat;új másodlagos rovatok vesszővel elválasztva;kategóriák vesszővel elválasztva;
1138;https://www.alapjarat.hu/hasznos-infok/skoda-100-egy-kultikus-auto-tortenete/;Skoda 100: Egy kultikus autó története;Hasznos infók;El Mondó;;Sztori;
1139;https://www.alapjarat.hu/hasznos-infok/szaguldas-amerikaba-kozeleg-a-17-nemzetkozi-amerikai-auto-fesztival/;Száguldás Amerikába - közeleg a 17. Nemzetközi Amerikai Autó Fesztivál!;Hasznos infók;Közös csapatás;;Közös csapatás;
1140;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-vilag-10-leghiresebb-hidja/;A világ 10 leghíresebb hídja;Nagyvilág;El Mondó;;Top;
1141;https://www.alapjarat.hu/verseny/max-verstappen-a-forma-1-jovobeli-vilagbajnoka/;Max Verstappen: A Forma-1 jövőbeli világbajnoka?;Verseny;Rajtrács;;F1;
1142;https://www.alapjarat.hu/verseny/nagy-britannia-valaha-volt-legkivalobb-f1-pilotaja-lewis-hamilton/;Nagy-Britannia valaha volt legkiválóbb F1 pilótája Lewis Hamilton?;Verseny;Rajtrács;;F1;
1143;https://www.alapjarat.hu/kozossegi/genfi-tinder-a-toyota-es-a-bmw-tarolt-citrom-dijas-lett-a-bentley/;Genfi Tinder: A Toyota és a BMW tarolt, Citrom-díjas lett a Bentley;Közösségi;Aktuális;;Aktuális;
1144;https://www.alapjarat.hu/kozossegi/uton-az-5000-youtube-feliratkozo-fele-4-alapjaratos-ajandekot-sorsoltunk/;Úton az 5000 Youtube feliratkozó felé: 4 Alapjáratos ajándékot sorsoltunk!;Közösségi;Aktuális;;Aktuális;
1145;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/eljen-a-nemet-csaszar-mar-rendelheto-a-mercedes-maybach-pullmann/;Éljen a német császár! Már rendelhető a Mercedes-Maybach Pullmann;Nagyvilág;Aktuális;;Aktuális;
1146;https://www.alapjarat.hu/tech/ha-nincs-piac-teremtsd-meg-magad-bmpsec-2013-as-mazda-3/;Ha nincs piac, teremtsd meg magad – BMPSEC 2013-as Mazda 3;Tech;Tuning;;Tuning;
1147;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/megiscsak-kaphat-turbot-a-toyota-gt86/;Mégiscsak kaphat turbót a Toyota GT86?;Nagyvilág;Tech;;Tech;
1148;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/visszatert-egy-klasszikus-interju-pataki-andrassal-a-lada-hungary-kft-cegvezetojevel/;Visszatért egy klasszikus – interjú Pataki Andrással a LADA Hungary Kft. cégvezetőjével;Nagyvilág;Aktuális;;Aktuális;
1149;https://www.alapjarat.hu/verseny/tassi-attila-folytatja-a-versenyzest/;Tassi Attila folytatja a versenyzést!;Verseny;Rajtrács;;Sporthírek;
1150;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-modernizalt-lancia-stratos-minden-igenyt-kielegit/;A modernizált Lancia Stratos minden igényt kielégít;Nagyvilág;Tuning;;Tuning;
1151;https://www.alapjarat.hu/tech/supra-motoros-rat-rod-1949-es-ford-f3/;Supra motoros rat-rod?! 1949-es Ford F3;Tech;Tuning;;Tuning;
1152;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/lebenithatjak-a-napkitoresek-az-onvezeto-autokat/;Lebéníthatják a napkitörések az önvezető autókat;Nagyvilág;Tech;;Tech;
1153;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/az-onvezeto-autok-elso-gyalogos-aldozata/;Az önvezető autók első gyalogos áldozata;Nagyvilág;Aktuális;;Aktuális;
1154;https://www.alapjarat.hu/tech/zzzzzzzeee-egy-alomba-illo-szeria-a-nissantol/;ZzzZzzzééé, egy álomba illő széria a Nissantól;Tech;El Mondó;;Sztori;
1155;https://www.alapjarat.hu/tech/s5-nemi-tesztoszteronnal-2009-es-audi-s5/;S5, némi tesztoszteronnal – 2009-es Audi S5;Tech;El Mondó;;Sztori;
1156;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/egy-gyarban-keszul-majd-a-2019-es-toyota-supra-es-a-bmw-z4/;Egy gyárban készül majd a 2019-es Toyota Supra és a BMW Z4;Nagyvilág;Aktuális;;Aktuális;
1157;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/izomautok-olasz-modra-iso-autoveicoli-s-p-a/;Izomautók olasz módra - Iso Autoveicoli S.p.A;Nagyvilág;Tuning;;Tuning;
1158;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/top-8-legmenobb-off-road-klasszikus/;Top 8 legmenőbb off-road klasszikus;Nagyvilág;El Mondó;;Top;
1159;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/trukkos-szoftvert-kapott-11-400-dizel-bmw/;Trükkös szoftvert kapott 11 400 dízel BMW;Nagyvilág;Aktuális;;Aktuális;
1160;https://www.alapjarat.hu/verseny/nehany-hir-a-forma-1-es-szezonnyito-elott/;Néhány hír a Forma-1-es szezonnyitó előtt;Verseny;Rajtrács;;F1;
1161;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ugy-tunik-megsem-ternek-vissza-a-sorhatos-motorok-az-aston-martin-palettajara/;Úgy tűnik, mégsem térnek vissza a sorhatos motorok az Aston Martin palettájára;Nagyvilág;Tech;;Tech;
1162;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-volvo-xc90-es-is-bekerult-a-forza-motorsport-7-marciusi-csomagjaba/;A Volvo XC90-es is bekerült a Forza Motorsport 7 márciusi csomagjába;Nagyvilág;Aktuális;;Aktuális;
1163;https://www.alapjarat.hu/verseny/addig-kuzd-ameddig-csak-kell-interju-pajer-csaba-motorversenyzovel/;Addig küzd, ameddig csak kell – Interjú Pajer Csaba motorversenyzővel;Verseny;Rajtrács;;Sporthírek;
1164;https://www.alapjarat.hu/tech/szakmai-artalom-1995-os-s14-es-nissan-silvia/;Szakmai ártalom – 1995-ös S14-es Nissan Silvia;Tech;El Mondó;;Sztori;
1165;https://www.alapjarat.hu/tech/top-5-atalakitas-amit-renault-megane-rs-eden-elvegezhetsz/;Top 5 átalakítás, amit Renault Mégane RS-eden elvégezhetsz;Tech;Tuning;;Tuning;
1166;https://www.alapjarat.hu/tech/ferrari-a-porban-v-1-1991-es-ferrari-348-ts/;Ferrari a porban V.1 – 1991-es Ferrari 348 TS;Tech;Tuning;;Tuning;
1167;https://www.alapjarat.hu/tech/volkswagen-fuggoseg/;Volkswagen függőség;Tech;Tuning;;Tuning;
1168;https://www.alapjarat.hu/tech/mitsubishi-outlander-a-jargany-ami-mindenre-is-jo/;Mitsubishi Outlander, a járgány, ami mindenre is jó!;Tech;El Mondó;;Sztori;
1169;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/erosodo-franciak-interju-kanalas-gergellyel-a-citroen-pr-menedzserevel/;Erősödő franciák – interjú Kanalas Gergellyel a Citroën PR-menedzserével;Nagyvilág;Aktuális;;Aktuális;
1170;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ket-even-belul-piacra-kerulhet-egy-dizel-megmento-technologia/;Két éven belül piacra kerülhet egy dízel-megmentő technológia;Nagyvilág;Tech;;Tech;
1171;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/nagy-minimalizalas-avagy-stilust-valtanak-a-nemetek/;Nagy minimalizálás, avagy stílust váltanak a németek?!;Nagyvilág;Aktuális;;Aktuális;
1172;https://www.alapjarat.hu/verseny/hivatalosan-is-elkezdodott-a-forma-1-2018-as-szezonja/;Hivatalosan is elkezdődött a Forma-1 2018-as szezonja!;Verseny;Rajtrács;;F1;
1173;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/orosz-offenziva-magyarorszagon-a-vesta-kombi-es-sw-cross/;Orosz offenzíva: Magyarországon a Lada Vesta Kombi és SW Cross;Nagyvilág;Aktuális;;Aktuális;
1174;https://www.alapjarat.hu/hasznos-infok/megnyilt-a-duna-auto-zrt-legujabb-renault-es-dacia-szalonja/;Megnyílt a Duna Autó Zrt. legújabb Renault és Dacia szalonja;Hasznos infók;Aktuális;;Aktuális;
1175;https://www.alapjarat.hu/kozossegi/amts-2018-jo-kis-hetvege-lesz/;AMTS 2018 – jó kis hétvége lesz!;Közösségi;Aktuális;;Aktuális;
1176;https://www.alapjarat.hu/verseny/lewis-hamilton-rekorder-lett-ausztraliaban/;Lewis Hamilton rekorder lett Ausztráliában!;Verseny;Rajtrács;;F1;
1177;https://www.alapjarat.hu/tech/top-8-auto-ami-gyorsabb-mint-azt-elsore-gondolnad/;Top 8 autó, ami gyorsabb, mint azt elsőre gondolnád;Tech;El Mondó;;Top;
1178;https://www.alapjarat.hu/hasznos-infok/uj-ertekesitesi-megoldast-tesztel-a-mercedes/;Új értékesítési megoldást tesztel a Mercedes;Hasznos infók;Aktuális;;Aktuális;
1179;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/elegans-olasz-ur-1950-bol-ferrari-195-inter-a-ghia-tol/;Elegáns olasz úr 1950-ből: Ferrari 195 Inter a Ghia-tól;Nagyvilág;El Mondó;;Sztori;
1180;https://www.alapjarat.hu/hasznos-infok/veszelyesebb-vezetes-kozben-mobilozni-mint-ittasan-vezetni/;Veszélyesebb vezetés közben mobilozni, mint ittasan vezetni?;Hasznos infók;Hasznos infók;;Hasznos infók;
1181;https://www.alapjarat.hu/hasznos-infok/igy-sikerult-a-pappas-auto-2017-es-eve-galeria/;Így sikerült a Pappas Auto 2017-es éve! GALÉRIA!;Hasznos infók;Aktuális;;Aktuális;
1182;https://www.alapjarat.hu/tech/hazai-tuning-elet-v-1-laci-2006-os-skoda-fabiaja/;Hazai tuning élet V.1 – Laci 2006-os Škoda Fabiája;Tech;Tuning;;Tuning;
1183;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/vegyes-erzelmekkel-az-amts-rol/;Vegyes érzelmekkel az AMTS-ről - GALÉRIA;Nagyvilág;El Mondó;;Velünk történt;
1184;https://www.alapjarat.hu/verseny/sebastian-vettel-nyert-ausztraliaban/;Sebastian Vettel nyert Ausztráliában!;Verseny;Rajtrács;;F1;
1185;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/hangolodj-a-2018-as-new-york-i-autoszalonra/;Hangolódj a 2018-as New York-i Autószalonra!;Nagyvilág;Aktuális;;Aktuális;
1186;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/amts-2018-legyen-ujra-a-tuningosoke-a-show/;AMTS 2018: legyen újra a tuningosoké a show!;Nagyvilág;El Mondó;;Velünk történt;
1187;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-918-spyder-inspiralta-az-uj-porsche-cayenne-hibrid-valtozatat/;A 918 Spyder inspirálta az új Porsche Cayenne hibrid változatát;Nagyvilág;Aktuális;;Aktuális;
1188;https://www.alapjarat.hu/tech/testveri-befolyas-1981-es-toyota-corolla-ke70-liftback/;Testvéri befolyás –1981-es Toyota Corolla KE70 liftback;Tech;El Mondó;;Sztori;
1189;https://www.alapjarat.hu/hasznos-infok/automatikusan-tarcsaz-a-kotelezo-auto-segelyhivo/;Automatikusan tárcsáz a kötelező autó segélyhívó;Hasznos infók;Aktuális;Tech;Aktuális,Tech;
1190;https://www.alapjarat.hu/tech/2-tonnaval-350-km-h-felett-a-brabus-fele-v12-mitosza/;2 tonnával 350 km/h felett – A Brabus-féle V12 mítosza;Tech;Tuning;;Tuning;
1191;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/nagy-dizelveres-volt-februarban/;Nagy dízelverés volt februárban;Nagyvilág;Aktuális;;Aktuális;
1192;https://www.alapjarat.hu/kozossegi/kezdodik-a-motoros-szezon-keszul-a-harley-davidson-is/;Kezdődik a motoros szezon, készül a Harley-Davidson is!;Közösségi;Aktuális;;Aktuális;
1193;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kezes-e34-m5-az-ac-schnitzertol/;Kezes E34 M5 az AC Schnitzertől;Nagyvilág;Tuning;;Tuning;
1194;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ez-most-a-legnepszerubb-toyota-magyarorszagon/;Ez most a legnépszerűbb Toyota Magyarországon;Nagyvilág;Aktuális;;Aktuális;
1195;https://www.alapjarat.hu/tech/kettes-golf-brit-kezekbol-vw-golf-mk2/;Kettes Golf, brit kezekből – VW Golf MK2;Tech;Tuning;;Tuning;
1196;https://www.alapjarat.hu/hasznos-infok/2018-vegetol-kaphato-a-magyar-fejlesztesu-utolag-beszerelheto-autos-segelyhivo/;2018 végétől kapható a magyar fejlesztésű, utólag beszerelhető autós segélyhívó;Hasznos infók;Tech;;Tech;
1197;https://www.alapjarat.hu/hasznos-infok/megszuletett-a-dontes-dugodijat-vetnek-ki-a-budapesti-dizelekre/;Megszületett a döntés: dugódíjat vetnek ki a budapesti dízelekre;Hasznos infók;Aktuális;;Aktuális;
1198;https://www.alapjarat.hu/hasznos-infok/interju-baksa-gaborral-az-mkb-euroleasing-gyori-irodavezetojevel/;Interjú Baksa Gáborral az MKB Euroleasing győri irodavezetőjével;Hasznos infók;Aktuális;;Aktuális;
1199;https://www.alapjarat.hu/verseny/egy-ausztral-legenda-jack-brabham/;Egy ausztrál legenda: Jack Brabham;Verseny;Rajtrács;El Mondó;Sporthírek,Sztori;
1200;https://www.alapjarat.hu/verseny/kimi-raikkonen-magyarorszagon-folytathatja-a-versenyzest/;Kimi Räikkönen Magyarországon folytathatja a versenyzést!;Verseny;Rajtrács;;F1;
1201;https://www.alapjarat.hu/tech/nissan-z-k-csucsa-400-loeros-nissan-370z/;Nissan Z-k csúcsa – 400 lóerős Nissan 370Z;Tech;Tuning;;Tuning;
1202;https://www.alapjarat.hu/teszt/eladhatatlan-autok-bolondok-napjara-teszt-video/;Eladhatatlan autók bolondok napjára – TESZT VIDEÓ!;Teszt;Autóteszt;;Használt autók tesztje;
1203;https://www.alapjarat.hu/hasznos-infok/ma-lesz-a-villanyautosok-kozossegenek-orszagos-talalkozoja/;Ma lesz a villanyautósok közösségének országos találkozója!;Hasznos infók;Közös csapatás;;Közös csapatás;
1204;https://www.alapjarat.hu/tech/a-legendas-japan-driftpalya-komplexum-az-ebisu/;A legendás japán driftpálya komplexum – az Ebisu;Tech;El Mondó;;Sztori;
1205;https://www.alapjarat.hu/verseny/mitol-olyan-jok-a-haas-csapat-autoi/;Mitől olyan jók a Haas-csapat autói?;Verseny;Rajtrács;;F1;
1206;https://www.alapjarat.hu/tech/fiatalos-oldtimer-1969-es-audi-super-90/;Fiatalos oldtimer – 1969-es Audi Super 90;Tech;El Mondó;;Sztori;
1207;https://www.alapjarat.hu/hasznos-infok/interju-fonay-gergellyel-a-hyundai-magyarorszag-marketing-es-kommunikacios-vezetojevel/;Interjú Fonay Gergellyel, a Hyundai Magyarország marketing- és kommunikációs vezetőjével;Hasznos infók;Aktuális;;Aktuális;
1208;https://www.alapjarat.hu/tech/lakoautozas-mint-eletforma-galeria/;Lakóautózás, mint életforma - GALÉRIA;Tech;El Mondó;;Sztori;
1209;https://www.alapjarat.hu/tech/import-aru-1998-mercedes-benz-w126-500se/;Import áru – 1989 Mercedes-Benz W126 500SE;Tech;El Mondó;;Sztori;
1210;https://www.alapjarat.hu/tech/a-mazda-kozolte-erkezik-a-wankel-motoros-mx-5/;A Mazda közölte: érkezik a Wankel-motoros MX-5!;Tech;Tech;;Tech;
1211;https://www.alapjarat.hu/tech/haromhengeres-turbomotort-fejleszt-az-amg-az-s-osztalyba/;Háromhengeres turbómotort fejleszt az AMG az S-osztályba;Tech;Tech;;Tech;
1212;https://www.alapjarat.hu/nagyvilag-bulvar/eddigi-legnagyobb-visszahivasat-jelentette-be-a-tesla/;Eddigi legnagyobb visszahívását jelentette be a Tesla;Nagyvilág;Aktuális;;Aktuális;
1213;https://www.alapjarat.hu/hasznos-infok/40-millio-felhasznaloja-lesz-a-bmw-es-a-daimler-kozos-cegenek/;40 millió felhasználója lesz a BMW és a Daimler közös cégének;Hasznos infók;Aktuális;;Aktuális;
1214;https://www.alapjarat.hu/media/kepek/79-kivalo-foto-a-2018-as-genfi-autoszalonrol/;79 kiváló fotó a 2018-as Genfi Autószalonról!;Képek;El Mondó;Média;Velünk történt,Képek;
1215;https://www.alapjarat.hu/tech/bakancslistas-elmenyauto-audi-rs4-b5/;Bakancslistás élményautó – Audi RS4 B5;Tech;Tuning;;Tuning;
1216;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/konnyebb-lesz-teslat-venniuk-a-magyaroknak/;Könnyebb lesz Teslát venniük a magyaroknak;Nagyvilág;Hasznos infók;;;
1217;https://www.alapjarat.hu/kozossegi/programajanlo-aprilis-elso-szombatjara/;Programajánló április első szombatjára;Közösségi;Aktuális;;Aktuális;
1218;https://www.alapjarat.hu/kozossegi/nagyot-szoltak-az-aprilis-elsejei-alapjaratos-viccek/;Nagyot szóltak az április elsejei Alapjáratos viccek;Közösségi;Aktuális;;Aktuális;
1219;https://www.alapjarat.hu/tech/aint-care-vip-inspired-2004-es-mazda-rx8/;Ain’t care – VIP-inspired 2004-es Mazda RX8;Tech;Tuning;;Tuning;
1220;https://www.alapjarat.hu/hasznos-infok/a-10-legszuperebb-autos-slusszkulcs/;A 10 legszuperebb autós slusszkulcs;Hasznos infók;El Mondó;;Top;
1221;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/jaguar-f-pace-svr-550-loerovel/;Jaguar F-Pace SVR 550 lóerővel;Nagyvilág;Aktuális;;Aktuális;
1222;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/igy-nyitottak-az-evet-a-miatasok/;Így nyitották a 2018-as évet a Miatások;Nagyvilág;Közös csapatás;;Közös csapatás;
1223;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/30-eves-a-volkswagen-california/;30 éves a Volkswagen California;Nagyvilág;El Mondó;;Sztori;
1224;https://www.alapjarat.hu/tech/ultetett-balna-t5-os-volkswagen-transporter/;Ültetett bálna – T5-ös Volkswagen Transporter;Tech;Tuning;;Tuning;
1225;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/top-8-legfurcsabb-autotipus-az-autoiparbol/;Top 8 legfurcsább autótípus az autóiparból;Nagyvilág;El Mondó;;Top;
1226;https://www.alapjarat.hu/verseny/egy-audi-r8-lms-gt-ben-versenyez-majd-keszthelyi-vivien/;Egy Audi R8 LMS GT-ben versenyez majd Keszthelyi Vivien;Verseny;Rajtrács;;Sporthírek;
1227;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/egy-bukott-szepseg-kaiser-darrin-roadster/;Egy bukott szépség: Kaiser Darrin Roadster;Nagyvilág;El Mondó;;Top;
1228;https://www.alapjarat.hu/tech/klasszikus-izomautok-mesterei-1969-es-ringbrothers-dodge-charger/;Klasszikus izomautók mesterei – 1969-es Ringbrothers Dodge Charger;Tech;El Mondó;;Sztori;
1229;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/lencsevegen-az-uj-ferrari-plug-in-hibrid/;Lencsevégen az új Ferrari plug-in hibrid;Nagyvilág;Aktuális;;Aktuális;
1230;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/2018-ban-az-aszok-asza-bmw-m5/;2018-ban az ászok ásza: BMW M5;Nagyvilág;Aktuális;;Aktuális;
1231;https://www.alapjarat.hu/tech/infiniti-g37xs-a-szelestestu-japan-szedan/;Infiniti G37xs – A szélestestű japán szedán;Tech;Tuning;;Tuning;
1232;https://www.alapjarat.hu/tech/a-duhongo-bika-lamborghini-diablo/;A dühöngő bika: Lamborghini Diablo;Tech;El Mondó;;Sztori;
1233;https://www.alapjarat.hu/tech/kisse-megane-osra-sikeredett-az-otodik-generacios-renault-clio/;Kissé Mégane-osra sikeredett az ötödik generációs Renault Clio;Tech;Aktuális;;Aktuális;
1234;https://www.alapjarat.hu/tech/top-8-leggyorsabb-pickup/;Top 8 leggyorsabb pickup;Tech;El Mondó;;Top;
1235;https://www.alapjarat.hu/tech/a-csaladbovules-hozomanya-egyedi-bmw-5-f11-530d-touring/;A családbővülés hozománya – egyedi BMW 5 F11 530D Touring;Tech;Tuning;;Tuning;
1236;https://www.alapjarat.hu/teszt/genfi-hosunk-nissan-x-trail-2-0-dci-teszt/;Genfi hősünk: Nissan X-Trail 2.0 dCi – Teszt;Teszt;Autóteszt;;Új autók tesztje;
1237;https://www.alapjarat.hu/kozossegi/szaznal-tobb-versenygep-varja-a-beteg-gyerekeket/;Száznál több versenygép várja a beteg gyerekeket;Közösségi;Aktuális;;Aktuális;
1238;https://www.alapjarat.hu/tech/rendhagyoan-visszafogott-2001-es-honda-s2000/;Rendhagyóan visszafogott – 2001-es Honda S2000;Tech;El Mondó;;Sztori;
1239;https://www.alapjarat.hu/verseny/eselylatolgatas-a-bahreini-versenyre/;Esélylatolgatás a Bahreini versenyre;Verseny;Rajtrács;;F1;
1240;https://www.alapjarat.hu/kozossegi/smoke-charm-a-dizelesek-kozossege/;Smoke & Charm – A dízelesek közössége;Közösségi;Közös csapatás;;Közös csapatás;
1241;https://www.alapjarat.hu/tech/egy-orokos-konstrukcio-a-tdi-tortenelem/;Egy örökös konstrukció – A TDI történelem;Tech;Tech;;Tech;
1242;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/loero-vagy-kornyezettudatossag-mercedes-modra/;Lóerő vagy környezettudatosság Mercedes-módra!;Nagyvilág;Aktuális;;Aktuális;
1243;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/autovalasztas2018/;(Autó)Választás - 2018;Nagyvilág;Aktuális;;Aktuális;
1244;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/jon-a-bugatti-chiron-elektromos-rivalisa-es-tovabbi-3-pininfarina-suv/;Jön a Bugatti Chiron elektromos riválisa, és további 3 Pininfarina SUV;Nagyvilág;Aktuális;;Aktuális;
1245;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/itt-van-7-jeep-melyet-a-2018-as-moab-safarira-terveztek/;Itt van 7 Jeep, melyet a 2018-as Moab Safarira terveztek;Nagyvilág;Aktuális;;Aktuális;
1246;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/15-orult-es-meregdraga-extra-az-autodhoz/;15 őrült és méregdrága extra az autódhoz;Nagyvilág;El Mondó;;Top;
1247;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/johet-a-nagy-dizelauto-atalakitasi-program/;Jöhet a nagy dízelautó-átalakítási program!;Nagyvilág;Aktuális;Tech;Aktuális,Tech;
1248;https://www.alapjarat.hu/tech/micsoda-amazon-1966-os-tuningolt-volvo-amazon/;Micsoda Amazon – 1966-os tuningolt Volvo Amazon;Tech;Tuning;;Tuning;
1249;https://www.alapjarat.hu/tech/egy-jatekauto-tortenete-i-resz/;Egy játékautó története - I. rész;Tech;El Mondó;;Sztori;
1250;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/elektromos-izomgepet-tesztel-az-amerikai-hadsereg/;Elektromos izomgépet tesztel az amerikai hadsereg;Nagyvilág;Aktuális;;Aktuális;
1251;https://www.alapjarat.hu/verseny/sebastian-vettel-nyert-bahreinben/;Sebastian Vettel nyert Bahreinben!;Verseny;Rajtrács;;F1;
1252;https://www.alapjarat.hu/tech/hazai-tuning-elet-v-2-roland-oem-vw-golf-5-gti-je/;Hazai tuning élet V.2 – Roland OEM+ VW Golf 5 GTi-je;Tech;Tuning;;Tuning;
1253;https://www.alapjarat.hu/verseny/bmw-m8-gte-5000-km-30-ora-alatt/;BMW M8 GTE: 5000 km 30 óra alatt;Verseny;Rajtrács;;Sporthírek;
1254;https://www.alapjarat.hu/tech/az-ero-muhelye-cosworth-motorok-az-f1-ben-es-kozuton/;Az erő műhelye – Cosworth motorok az F1-ben és közúton;Tech;Tech;;Tech;
1255;https://www.alapjarat.hu/verseny/ki-lehet-most-a-legjobb-az-f1-ben/;Ki lehet most a legjobb az F1-ben?;Verseny;Rajtrács;;F1;
1256;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/szetvertek-a-general-motors-vezer-irodajat-a-dolgozok/;Szétverték a General Motors vezér irodáját a dolgozók;Nagyvilág;Aktuális;;Aktuális;
1257;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/9-uj-modellel-erkezik-a-jaguar-az-elkovetkezo-evekben/;9 új modellel érkezik a Jaguar az elkövetkező években;Nagyvilág;Aktuális;;Aktuális;
1258;https://www.alapjarat.hu/hasznos-infok/egy-felmeres-szerint-meglepoen-jo-a-magyarok-vezetesi-moralja/;Egy felmérés szerint meglepően jó a magyarok vezetési morálja;Hasznos infók;Hasznos infók;;Hasznos infók;
1259;https://www.alapjarat.hu/kozossegi/esemeny-es-programajanlo-04-14-04-15/;Esemény és programajánló 04.14. – 04.15.;Közösségi;Aktuális;;Aktuális;
1260;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/valosagga-valik-az-audi-playstation-koncepcioautoja/;Valósággá válik az Audi PlayStation koncepcióautója;Nagyvilág;Tech;;Tech;
1261;https://www.alapjarat.hu/verseny/erositeni-fogja-motorjat-a-honda/;Erősíteni fogja motorját a Honda!;Verseny;Rajtrács;;F1;
1262;https://www.alapjarat.hu/tech/szalcsiszolt-arany-szinu-felnik-es-miegymas-ferrari-458-italia-felturbozva/;Szálcsiszolt arany színű felnik és miegymás - Ferrari 458 Italia, felturbózva!;Tech;Tuning;;Tuning;
1263;https://www.alapjarat.hu/kozossegi/alapjaratos-polot-nyerhetsz-ha-feliratkozol-hirlevelunkre/;Alapjáratos pólót nyerhetsz, ha feliratkozol hírlevelünkre!;Közösségi;Aktuális;;Aktuális;
1264;https://www.alapjarat.hu/hasznos-infok/nav-ellenorzesekre-szamithatnak-a-gepjarmu-kereskedok/;NAV ellenőrzésekre számíthatnak a gépjármű-kereskedők;Hasznos infók;Aktuális;;Aktuális;
1265;https://www.alapjarat.hu/verseny/nico-rosberg-ismet-beul-egy-versenyautoba/;Nico Rosberg ismét beül egy versenyautóba!;Verseny;Rajtrács;;Sporthírek;
1266;https://www.alapjarat.hu/kozossegi/marciusi-statisztikak-az-alapjarat-igazi-brandde-valik/;Márciusi statisztikák: Az Alapjárat igazi branddé válik;Közösségi;Aktuális;;Aktuális;
1267;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ezek-voltak-europa-kedvenc-autoi-2017-ben/;Ezek voltak Európa kedvenc autói 2017-ben;Nagyvilág;Aktuális;;Aktuális;
1268;https://www.alapjarat.hu/verseny/hodit-a-varva-vart-jaguar-i-type-3-az-idei-formula-e-szezonban/;Hódít a várva-várt Jaguar I-Type 3 az idei Formula-E szezonban;Verseny;Rajtrács;;Formula-E;
1269;https://www.alapjarat.hu/tech/exoskeleton-ujratoltve-csovazas-lexus-is350/;Exoskeleton újratöltve – csővázas Lexus IS350;Tech;Tuning;;Tuning;
1270;https://www.alapjarat.hu/verseny/hell-racing-team-sajtotajekoztato-tassi-attilaval/;Hell Racing Team sajtótájékoztató Tassi Attilával;Verseny;Rajtrács;;Sporthírek;
1271;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kemfoton-a-2019-es-audi-sq3/;Kémfotón a 2019-es Audi SQ3;Nagyvilág;Aktuális;;Aktuális;
1272;https://www.alapjarat.hu/tech/ritka-mint-a-feher-hollo-1997-es-porsche-993-ujragondolva/;Ritka, mint a fehér holló – 1997-es Porsche 993, újragondolva!;Tech;Tuning;;Tuning;
1273;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/meglesett-tesztautok-a-nurburgringen-video/;Meglesett tesztautók a Nürburgringen - VIDEÓ;Nagyvilág;Aktuális;;Aktuális;
